./MM/Boeing/pwtk/pwtk.mtx,217918,217918,11634424,110.348000,0.104165,223.384515,19.015000,0.107548,216.357794
./MM/Freescale/FullChip/FullChip.mtx,2987012,2987012,26621990,423.143000,0.348909,152.601337,17.003000,0.309255,172.168534
./MM/Andrianov/mip1/mip1.mtx,66463,66463,10352819,80.073000,0.095672,216.423175,14.543000,0.085373,242.531456
./MM/Williams/mc2depi/mc2depi.mtx,525825,525825,2100225,17.287000,0.016649,252.294432,17.485000,0.034653,121.214613
./MM/Williams/webbase-1M/webbase-1M.mtx,1000005,1000005,3105536,36.689000,0.046791,132.740741,17.148000,0.043352,143.270714
./MM/Freescale/circuit5M/circuit5M.mtx,5558326,5558326,59524291,668.650000,0.668393,178.111653,17.125000,0.704009,169.100938
./MM/PARSEC/Si41Ge41H72/Si41Ge41H72.mtx,185639,185639,15011265,129.234000,0.172328,174.217365,14.507000,0.122684,244.714307
./MM/PARSEC/Ga41As41H72/Ga41As41H72.mtx,268096,268096,18488476,156.951000,0.165780,223.048329,18.841000,0.152626,242.271644
./MM/LAW/in-2004/in-2004.mtx,1382908,1382908,16917053,201.867000,0.224778,150.522320,17.509000,0.186530,181.386940
./MM/LAW/eu-2005/eu-2005.mtx,862664,862664,19235140,226.814000,0.209552,183.583454,15.054000,0.190396,202.054035
./MM/DNVS/shipsec1/shipsec1.mtx,140874,140874,7813404,75.387000,0.074090,210.916561,14.611000,0.074695,209.208220
./MM/Williams/mac_econ_fwd500/mac_econ_fwd500.mtx,206500,206500,1273389,21.137000,0.016458,154.744076,16.717000,0.020420,124.719785
./MM/Hamm/scircuit/scircuit.mtx,170998,170998,958936,15.214000,0.034346,55.839748,16.309000,0.018327,104.647351
./MM/Williams/pdb1HYS/pdb1HYS.mtx,36417,36417,4344765,40.823000,0.043023,201.974060,14.785000,0.045560,190.727173
./MM/Williams/consph/consph.mtx,83334,83334,6010480,54.855000,0.062316,192.903267,17.312000,0.060258,199.491520
./MM/Williams/cant/cant.mtx,62451,62451,4007383,39.645000,0.037884,211.560712,16.587000,0.043464,184.400101
./MM/Williams/cop20k_A/cop20k_A.mtx,121192,121192,2624331,28.516000,0.032591,161.046362,17.124000,0.104160,50.390380
./MM/IBM_EDA/dc2/dc2.mtx,116835,116835,766396,9.832000,0.021258,72.104243,16.666000,0.015829,96.834418
./MM/Bova/rma10/rma10.mtx,46835,46835,2374001,24.619000,0.023446,202.507976,17.077000,0.026214,181.124666
./MM/QCD/conf5_4-8x8-10/conf5_4-8x8-10.mtx,49152,49152,1916928,18.123000,0.017606,217.758491,17.308000,0.021858,175.398298
./MM/Sandia/ASIC_680k/ASIC_680k.mtx,682862,682862,3871773,40.813000,0.089741,86.287717,14.931000,0.048550,159.496313
