./MM/Boeing/pwtk/pwtk.mtx,217918,217918,11634424,49.054000,0.062191,374.151372,4.980000,0.055103,422.279150,38.982000,0.054636,425.888572
./MM/Freescale/FullChip/FullChip.mtx,2987012,2987012,26621990,211.764000,0.201755,263.904141,4.015000,0.166878,319.059313,202.878000,0.171581,310.313963
./MM/Andrianov/mip1/mip1.mtx,66463,66463,10352819,22.008000,0.061149,338.609593,3.749000,0.046451,445.752255,21.961000,0.046508,445.205943
./MM/Williams/mc2depi/mc2depi.mtx,525825,525825,2100225,3.469000,0.008756,479.722476,3.791000,0.021327,196.954565,12.739000,0.021615,194.330326
./MM/Williams/webbase-1M/webbase-1M.mtx,1000005,1000005,3105536,13.775000,0.034925,177.840286,4.423000,0.027549,225.455443,29.701000,0.028368,218.946418
./MM/Freescale/circuit5M/circuit5M.mtx,5558326,5558326,59524291,273.562000,0.319332,372.805049,3.940000,0.342178,347.914191,269.156000,0.364833,326.309797
./MM/PARSEC/Si41Ge41H72/Si41Ge41H72.mtx,185639,185639,15011265,49.236000,0.115947,258.933219,3.790000,0.065686,457.061322,47.794000,0.070164,427.890799
./MM/PARSEC/Ga41As41H72/Ga41As41H72.mtx,268096,268096,18488476,57.849000,0.084108,439.636563,3.782000,0.076612,482.652222,61.426000,0.084126,439.542496
./MM/LAW/in-2004/in-2004.mtx,1382908,1382908,16917053,98.500000,0.167200,202.357093,3.865000,0.078510,430.952821,94.512000,0.080558,419.996847
./MM/LAW/eu-2005/eu-2005.mtx,862664,862664,19235140,121.745000,0.160521,239.658861,4.347000,0.083615,460.088262,98.483000,0.084702,454.183845
./MM/DNVS/shipsec1/shipsec1.mtx,140874,140874,7813404,33.714000,0.043307,360.837925,3.729000,0.041741,374.375506,25.819000,0.041544,376.150780
./MM/Williams/mac_econ_fwd500/mac_econ_fwd500.mtx,206500,206500,1273389,8.933000,0.012301,207.038290,3.736000,0.015765,161.546337,13.708000,0.017724,143.690928
./MM/Hamm/scircuit/scircuit.mtx,170998,170998,958936,6.612000,0.035165,54.539229,3.705000,0.014746,130.060491,8.652000,0.015873,120.826057
./MM/Williams/pdb1HYS/pdb1HYS.mtx,36417,36417,4344765,20.105000,0.027915,311.285330,3.804000,0.027021,321.584323,13.239000,0.026937,322.587148
./MM/Williams/consph/consph.mtx,83334,83334,6010480,24.890000,0.034532,348.110738,3.769000,0.035124,342.243480,15.711000,0.035386,339.709490
./MM/Williams/cant/cant.mtx,62451,62451,4007383,19.521000,0.028197,284.241799,3.750000,0.025310,316.664006,17.252000,0.026113,306.926282
./MM/Williams/cop20k_A/cop20k_A.mtx,121192,121192,2624331,14.813000,0.017447,300.834642,3.794000,0.050897,103.123210,11.692000,0.021629,242.667807
./MM/IBM_EDA/dc2/dc2.mtx,116835,116835,766396,4.108000,0.019711,77.763279,3.680000,0.013767,111.338127,5.891000,0.014534,105.462502
./MM/Bova/rma10/rma10.mtx,46835,46835,2374001,12.139000,0.011949,397.355595,3.704000,0.017679,268.567340,9.246000,0.018036,263.251386
./MM/QCD/conf5_4-8x8-10/conf5_4-8x8-10.mtx,49152,49152,1916928,7.969000,0.007466,513.508706,3.682000,0.016950,226.186195,6.395000,0.017026,225.176554
./MM/Sandia/ASIC_680k/ASIC_680k.mtx,682862,682862,3871773,13.818000,0.076164,101.669371,4.427000,0.030346,255.175180,21.759000,0.034105,227.050169
